"","Provincia","Estadillo","TREE_ID_IFN2","rumbo","distancia","specie","dbh_1","dbh_2","height","quality","shape","special_param","INVENTORY_ID","PLOT_ID","TREE_ID","IFN_TREE_ID","dbh","expan","basal_area"
"353440",19,606,8,287," 4.9",26,141,133,6,2,3,"","IFN2","19_606","19_606_8","IFN2_19_606_8",13.7,31.8309886183791,147.411381288067
"353441",19,606,9,306," 6.1",26,171,170,7,2,2,"","IFN2","19_606","19_606_9","IFN2_19_606_9",17.05,31.8309886183791,228.317209595047
"353442",19,606,10,362," 8.4",26,128,130,6,2,3,"","IFN2","19_606","19_606_10","IFN2_19_606_10",12.9,31.8309886183791,130.698108370969
"353443",19,606,11,376," 4.5",26,137,141,5.5,2,3,"","IFN2","19_606","19_606_11","IFN2_19_606_11",13.9,31.8309886183791,151.746779150021
"353444",19,606,12,385," 2.9",26,75,83,4,2,3,"","IFN2","19_606","19_606_12","IFN2_19_606_12",7.9,127.323954473516,49.0166993776348
"353446",19,608,1,17," 4.7",26,89,90,4.5,2,3,"","IFN2","19_608","19_608_1","IFN2_19_608_1",8.95,127.323954473516,62.9123563835441
"353447",19,608,2,23," 3.6",26,96,98,4.5,2,3,"","IFN2","19_608","19_608_2","IFN2_19_608_2",9.7,127.323954473516,73.8981131940659
"353448",19,608,3,34," 2.3",26,166,167,5,2,3,"","IFN2","19_608","19_608_3","IFN2_19_608_3",16.65,31.8309886183791,217.730042352449
"353449",19,608,4,91," 7.1",26,141,144,4.5,2,3,"","IFN2","19_608","19_608_4","IFN2_19_608_4",14.25,31.8309886183791,159.484914554894
"353450",19,608,5,156," 2.2",26,111,113,4.5,2,3,"","IFN2","19_608","19_608_5","IFN2_19_608_5",11.2,127.323954473516,98.5203456165759
"353451",19,608,6,170," 3.2",26,119,119,4.5,2,3,"","IFN2","19_608","19_608_6","IFN2_19_608_6",11.9,127.323954473516,111.220233918713
"353452",19,608,7,176," 4.0",26,95,95,4.5,2,3,"","IFN2","19_608","19_608_7","IFN2_19_608_7",9.5,127.323954473516,70.8821842466197
"353453",19,608,8,234," 6.8",26,213,199,6.5,2,2,"","IFN2","19_608","19_608_8","IFN2_19_608_8",20.6,31.8309886183791,333.291564619341
"353454",19,608,9,257," 5.0",26,133,135,5.5,2,3,"","IFN2","19_608","19_608_9","IFN2_19_608_9",13.4,31.8309886183791,141.026094219646
"353455",19,608,10,270," 4.5",26,126,122,4.5,2,3,"","IFN2","19_608","19_608_10","IFN2_19_608_10",12.4,127.323954473516,120.762821603992
"353456",19,608,11,286," 4.3",26,98,97,5,2,3,"","IFN2","19_608","19_608_11","IFN2_19_608_11",9.75,127.323954473516,74.6619129079699
"353457",19,608,12,354," 8.2",26,163,159,4.5,2,3,"","IFN2","19_608","19_608_12","IFN2_19_608_12",16.1,31.8309886183791,203.583057934253
"353458",19,609,1,2,"13.8",26,227,227,9.5,2,2,"","IFN2","19_609","19_609_1","IFN2_19_609_1",22.7,14.1471060526129,404.707819617071
"353459",19,609,2,11," 8.6",26,139,132,6,3,3,"","IFN2","19_609","19_609_2","IFN2_19_609_2",13.55,31.8309886183791,144.20106629518
"353460",19,609,3,18," 5.0",26,128,126,6.5,3,3,"2","IFN2","19_609","19_609_3","IFN2_19_609_3",12.7,31.8309886183791,126.676869774374
"353461",19,609,4,19," 7.0",26,179,183,7.5,2,2,"","IFN2","19_609","19_609_4","IFN2_19_609_4",18.1,31.8309886183791,257.304292310638
"353462",19,609,5,68," 5.8",26,145,136,6.5,2,3,"","IFN2","19_609","19_609_5","IFN2_19_609_5",14.05,31.8309886183791,155.039560950065
"353463",19,609,6,77," 2.5",26,84,80,5,2,3,"","IFN2","19_609","19_609_6","IFN2_19_609_6",8.2,127.323954473516,52.8101725068444
"353464",19,609,7,100," 8.2",26,134,130,6.5,2,3,"","IFN2","19_609","19_609_7","IFN2_19_609_7",13.2,31.8309886183791,136.847775990371
"353465",19,609,8,114," 3.2",26,132,130,5.5,2,3,"","IFN2","19_609","19_609_8","IFN2_19_609_8",13.1,31.8309886183791,134.782178820636
"353466",19,609,9,124," 8.9",26,143,145,6.5,2,2,"","IFN2","19_609","19_609_9","IFN2_19_609_9",14.4,31.8309886183791,162.860163162095
"353467",19,609,10,125," 1.4",26,110,106,5,2,3,"","IFN2","19_609","19_609_10","IFN2_19_609_10",10.8,127.323954473516,91.6088417786784
"353468",19,609,11,163," 8.9",26,183,196,8.5,2,2,"","IFN2","19_609","19_609_11","IFN2_19_609_11",18.95,31.8309886183791,282.038443971432
"353469",19,609,12,165," 3.2",26,82,83,4.5,2,3,"","IFN2","19_609","19_609_12","IFN2_19_609_12",8.25,127.323954473516,53.4561624962388
"353470",19,609,13,190," 1.9",26,132,130,6,2,3,"","IFN2","19_609","19_609_13","IFN2_19_609_13",13.1,31.8309886183791,134.782178820636
"353471",19,609,14,214," 3.7",26,98,99,5,2,3,"","IFN2","19_609","19_609_14","IFN2_19_609_14",9.85,127.323954473516,76.2012933082289
"353472",19,609,15,224," 7.2",26,129,130,5.5,2,3,"","IFN2","19_609","19_609_15","IFN2_19_609_15",12.95,31.8309886183791,131.713235497161
"353473",19,609,16,252," 6.2",26,153,146,7.5,2,3,"","IFN2","19_609","19_609_16","IFN2_19_609_16",14.95,31.8309886183791,175.538453014738
"353474",19,609,17,265," 4.0",26,140,140,8,3,3,"1","IFN2","19_609","19_609_17","IFN2_19_609_17",14,31.8309886183791,153.9380400259
"353475",19,609,18,266," 7.2",26,129,127,6.5,2,3,"","IFN2","19_609","19_609_18","IFN2_19_609_18",12.8,31.8309886183791,128.679635091038
"353476",19,609,19,276," 2.3",26,133,127,6.5,2,3,"","IFN2","19_609","19_609_19","IFN2_19_609_19",13,31.8309886183791,132.732289614169
"353477",19,609,20,293," 9.7",26,156,160,7,3,3,"","IFN2","19_609","19_609_20","IFN2_19_609_20",15.8,31.8309886183791,196.066797510539
"353478",19,609,21,294," 7.6",26,197,192,8.5,2,2,"","IFN2","19_609","19_609_21","IFN2_19_609_21",19.45,31.8309886183791,297.118088708663
"353479",19,609,22,304," 8.7",26,191,192,9,2,2,"","IFN2","19_609","19_609_22","IFN2_19_609_22",19.15,31.8309886183791,288.023177976521
"353480",19,609,23,307," 6.7",26,126,127,7.5,2,3,"","IFN2","19_609","19_609_23","IFN2_19_609_23",12.65,31.8309886183791,125.681377602268
"353481",19,609,24,316," 8.2",26,219,210,9,2,2,"","IFN2","19_609","19_609_24","IFN2_19_609_24",21.45,31.8309886183791,361.363658474574
"353482",19,609,25,346," 8.0",26,144,142,6.5,2,3,"","IFN2","19_609","19_609_25","IFN2_19_609_25",14.3,31.8309886183791,160.606070433144
"353483",19,609,26,360," 8.7",26,225,216,8,2,2,"","IFN2","19_609","19_609_26","IFN2_19_609_26",22.05,31.8309886183791,381.862550539248
"353484",19,609,27,362," 3.5",26,115,114,5.5,2,3,"","IFN2","19_609","19_609_27","IFN2_19_609_27",11.45,127.323954473516,102.967662716814
"353485",19,609,28,366," 7.1",26,158,156,7,2,2,"","IFN2","19_609","19_609_28","IFN2_19_609_28",15.7,31.8309886183791,193.592793295837
"353486",19,609,29,368," 2.0",26,167,162,7.5,2,2,"","IFN2","19_609","19_609_29","IFN2_19_609_29",16.45,31.8309886183791,212.530706510758
"353487",19,609,30,373," 9.8",26,158,156,6,3,3,"1","IFN2","19_609","19_609_30","IFN2_19_609_30",15.7,31.8309886183791,193.592793295837
"353488",19,611,1,5," 7.3",26,164,165,7,2,2,"","IFN2","19_611","19_611_1","IFN2_19_611_1",16.45,31.8309886183791,212.530706510758
"353489",19,611,2,15," 9.7",26,162,165,7,2,2,"","IFN2","19_611","19_611_2","IFN2_19_611_2",16.35,31.8309886183791,209.954600534814
"353490",19,611,3,239," 4.4",26,135,139,5.5,2,3,"","IFN2","19_611","19_611_3","IFN2_19_611_3",13.7,31.8309886183791,147.411381288067
"353491",19,611,4,258," 7.8",26,147,145,6.5,2,3,"","IFN2","19_611","19_611_4","IFN2_19_611_4",14.6,31.8309886183791,167.4154725098
"353492",19,611,5,316," 6.3",26,156,141,5,2,3,"","IFN2","19_611","19_611_5","IFN2_19_611_5",14.85,31.8309886183791,173.197966487814
"353495",19,613,1,10,"11.4",26,174,178,8.5,2,2,"","IFN2","19_613","19_613_1","IFN2_19_613_1",17.6,31.8309886183791,243.284935093994
"353496",19,613,2,20,"11.9",26,226,225,8.5,2,2,"","IFN2","19_613","19_613_2","IFN2_19_613_2",22.55,14.1471060526129,399.376929583011
"353497",19,613,3,230,"15.7",26,238,237,10,2,2,"","IFN2","19_613","19_613_3","IFN2_19_613_3",23.75,14.1471060526129,443.013651541373
"353498",19,613,4,350," 5.4",45,132,130,3.5,3,3,"1","IFN2","19_613","19_613_4","IFN2_19_613_4",13.1,31.8309886183791,134.782178820636
"353499",19,613,5,355," 3.8",45,128,122,4,3,3,"1","IFN2","19_613","19_613_5","IFN2_19_613_5",12.5,31.8309886183791,122.718463030851
"353500",19,613,6,396,"11.6",26,172,181,7,2,3,"","IFN2","19_613","19_613_6","IFN2_19_613_6",17.65,31.8309886183791,244.669199356982
"353502",19,616,1,0," 9.2",26,200,197,10,2,2,"","IFN2","19_616","19_616_1","IFN2_19_616_1",19.85,31.8309886183791,309.464547837271
"353503",19,616,2,16," 8.8",26,177,177,7.5,2,2,"","IFN2","19_616","19_616_2","IFN2_19_616_2",17.7,31.8309886183791,246.057390610787
"353504",19,616,3,29," 5.1",26,222,223,8.5,2,2,"","IFN2","19_616","19_616_3","IFN2_19_616_3",22.25,31.8309886183791,388.821178266949
"353505",19,616,4,68," 4.3",26,173,170,7.5,2,2,"","IFN2","19_616","19_616_4","IFN2_19_616_4",17.15,31.8309886183791,231.003271313866
"353506",19,616,5,73,"12.0",26,227,232,9.5,2,2,"","IFN2","19_616","19_616_5","IFN2_19_616_5",22.95,14.1471060526129,413.671176156844
"353507",19,616,6,80," 6.1",26,165,164,7.5,2,2,"","IFN2","19_616","19_616_6","IFN2_19_616_6",16.45,31.8309886183791,212.530706510758
"353508",19,616,7,122," 6.2",26,213,214,8,2,2,"","IFN2","19_616","19_616_7","IFN2_19_616_7",21.35,31.8309886183791,358.002154335233
"353509",19,616,8,131," 4.1",26,133,132,7,2,3,"","IFN2","19_616","19_616_8","IFN2_19_616_8",13.25,31.8309886183791,137.886465061465
"353510",19,616,9,142," 9.1",26,190,198,8.5,2,2,"","IFN2","19_616","19_616_9","IFN2_19_616_9",19.4,31.8309886183791,295.592452776264
"353511",19,616,10,158," 2.3",26,150,145,8,2,2,"","IFN2","19_616","19_616_10","IFN2_19_616_10",14.75,31.8309886183791,170.873187924157
"353512",19,616,11,168," 6.7",26,190,190,8.5,2,2,"","IFN2","19_616","19_616_11","IFN2_19_616_11",19,31.8309886183791,283.528736986479
"353513",19,616,12,189," 5.5",26,140,142,7.5,2,3,"","IFN2","19_616","19_616_12","IFN2_19_616_12",14.1,31.8309886183791,156.145008865047
"353514",19,616,13,197,"10.0",26,133,135,6.5,2,3,"","IFN2","19_616","19_616_13","IFN2_19_616_13",13.4,31.8309886183791,141.026094219646
"353515",19,616,14,210,"10.1",26,195,192,9,2,2,"","IFN2","19_616","19_616_14","IFN2_19_616_14",19.35,31.8309886183791,294.070743834681
"353516",19,616,15,211," 5.4",26,164,168,8,2,2,"","IFN2","19_616","19_616_15","IFN2_19_616_15",16.6,31.8309886183791,216.424317905801
"353517",19,616,16,229," 1.7",26,174,173,8.5,2,2,"","IFN2","19_616","19_616_16","IFN2_19_616_16",17.35,31.8309886183791,236.422518641308
"353518",19,616,17,232," 5.6",26,182,180,7.5,2,2,"","IFN2","19_616","19_616_17","IFN2_19_616_17",18.1,31.8309886183791,257.304292310638
"353519",19,616,18,260," 8.1",26,192,186,8.5,2,2,"","IFN2","19_616","19_616_18","IFN2_19_616_18",18.9,31.8309886183791,280.552077947202
"353520",19,616,19,267," 9.6",26,150,145,7,2,2,"","IFN2","19_616","19_616_19","IFN2_19_616_19",14.75,31.8309886183791,170.873187924157
"353521",19,616,20,268," 3.4",26,231,228,9.5,2,2,"","IFN2","19_616","19_616_20","IFN2_19_616_20",22.95,14.1471060526129,413.671176156844
"353522",19,616,21,279,"13.0",26,228,234,8.5,2,2,"","IFN2","19_616","19_616_21","IFN2_19_616_21",23.1,14.1471060526129,419.096313970512
"353523",19,616,22,291," 7.6",26,212,211,9.5,2,2,"","IFN2","19_616","19_616_22","IFN2_19_616_22",21.15,31.8309886183791,351.326269946355
"353524",19,616,23,387," 9.5",26,215,216,9,2,2,"","IFN2","19_616","19_616_23","IFN2_19_616_23",21.55,31.8309886183791,364.740870577184
"353525",19,616,24,399," 5.0",26,210,210,7.5,2,2,"","IFN2","19_616","19_616_24","IFN2_19_616_24",21,31.8309886183791,346.360590058275
"353526",19,617,1,50," 6.4",26,228,237,6.5,2,2,"","IFN2","19_617","19_617_1","IFN2_19_617_1",23.25,14.1471060526129,424.556794701533
"353527",19,617,2,80," 9.9",26,152,157,6,2,3,"","IFN2","19_617","19_617_2","IFN2_19_617_2",15.45,31.8309886183791,187.476505098379
"353528",19,617,3,83," 7.9",26,211,210,8,2,2,"","IFN2","19_617","19_617_3","IFN2_19_617_3",21.05,31.8309886183791,348.011889696818
"353529",19,617,4,108," 3.5",26,184,173,6.5,2,3,"","IFN2","19_617","19_617_4","IFN2_19_617_4",17.85,31.8309886183791,250.245526317103
"353530",19,617,5,126," 7.3",26,133,134,4.5,2,3,"","IFN2","19_617","19_617_5","IFN2_19_617_5",13.35,31.8309886183791,139.975624176102
"353531",19,617,6,184," 2.4",26,176,180,6.5,2,2,"","IFN2","19_617","19_617_6","IFN2_19_617_6",17.8,31.8309886183791,248.845554090848
"353532",19,617,7,194," 7.0",26,140,140,5.5,2,3,"","IFN2","19_617","19_617_7","IFN2_19_617_7",14,31.8309886183791,153.9380400259
"353533",19,617,8,211," 8.0",26,210,210,7.5,2,2,"","IFN2","19_617","19_617_8","IFN2_19_617_8",21,31.8309886183791,346.360590058275
"353534",19,617,9,214," 3.6",26,162,164,6,2,2,"","IFN2","19_617","19_617_9","IFN2_19_617_9",16.3,31.8309886183791,208.672438033068
"353535",19,617,10,243," 7.9",26,200,200,7,2,2,"","IFN2","19_617","19_617_10","IFN2_19_617_10",20,31.8309886183791,314.159265358979
"353536",19,617,11,298," 1.7",26,85,85,4,2,3,"","IFN2","19_617","19_617_11","IFN2_19_617_11",8.5,127.323954473516,56.7450173054656
"353537",19,617,12,307," 2.9",26,176,172,5.5,2,2,"","IFN2","19_617","19_617_12","IFN2_19_617_12",17.4,31.8309886183791,237.787147950211
"353538",19,617,13,356," 9.1",26,174,170,6,2,2,"","IFN2","19_617","19_617_13","IFN2_19_617_13",17.2,31.8309886183791,232.352192659501
"353539",19,617,14,391," 6.7",26,144,146,5.5,2,2,"","IFN2","19_617","19_617_14","IFN2_19_617_14",14.5,31.8309886183791,165.129963854314
"356486",19,1047,1,10," 4.1",26,140,147,6,2,2,"","IFN2","19_1047","19_1047_1","IFN2_19_1047_1",14.35,31.8309886183791,161.731153302211
"356487",19,1047,2,34," 9.6",26,146,143,6,2,2,"","IFN2","19_1047","19_1047_2","IFN2_19_1047_2",14.45,31.8309886183791,163.993100012796
"356488",19,1047,3,40," 5.5",26,136,140,6,2,2,"","IFN2","19_1047","19_1047_3","IFN2_19_1047_3",13.8,31.8309886183791,149.57122623741
"356489",19,1047,4,64," 8.2",26,133,132,5.5,2,3,"","IFN2","19_1047","19_1047_4","IFN2_19_1047_4",13.25,31.8309886183791,137.886465061465
"356490",19,1047,5,66," 2.4",26,108,107,6,2,3,"","IFN2","19_1047","19_1047_5","IFN2_19_1047_5",10.75,127.323954473516,90.7625752576176
"356491",19,1047,6,80," 8.6",26,141,140,6.5,2,2,"","IFN2","19_1047","19_1047_6","IFN2_19_1047_6",14.05,31.8309886183791,155.039560950065
"356492",19,1047,7,87," 5.5",26,162,158,6.5,2,2,"","IFN2","19_1047","19_1047_7","IFN2_19_1047_7",16,31.8309886183791,201.061929829747
"356493",19,1047,8,100," 7.1",26,178,176,6.5,2,2,"","IFN2","19_1047","19_1047_8","IFN2_19_1047_8",17.7,31.8309886183791,246.057390610787
"356494",19,1047,9,135," 6.8",26,184,187,5.5,2,2,"","IFN2","19_1047","19_1047_9","IFN2_19_1047_9",18.55,31.8309886183791,270.25747152047
"356495",19,1047,10,147," 9.8",26,134,138,5.5,2,2,"","IFN2","19_1047","19_1047_10","IFN2_19_1047_10",13.6,31.8309886183791,145.267244301992
"356496",19,1047,11,147," 4.6",26,156,153,6,2,2,"","IFN2","19_1047","19_1047_11","IFN2_19_1047_11",15.45,31.8309886183791,187.476505098379
"356497",19,1047,12,167," 1.6",26,138,140,6,2,2,"","IFN2","19_1047","19_1047_12","IFN2_19_1047_12",13.9,31.8309886183791,151.746779150021
"356498",19,1047,13,182," 4.7",26,141,151,5.5,2,2,"","IFN2","19_1047","19_1047_13","IFN2_19_1047_13",14.6,31.8309886183791,167.4154725098
"356499",19,1047,14,186," 8.4",26,141,144,5,2,3,"","IFN2","19_1047","19_1047_14","IFN2_19_1047_14",14.25,31.8309886183791,159.484914554894
"356500",19,1047,15,221," 5.3",26,168,174,6,2,2,"","IFN2","19_1047","19_1047_15","IFN2_19_1047_15",17.1,31.8309886183791,229.658276959048
"356501",19,1047,16,226," 8.6",26,157,154,6.5,2,2,"","IFN2","19_1047","19_1047_16","IFN2_19_1047_16",15.55,31.8309886183791,189.911239404911
"356502",19,1047,17,242," 9.5",26,190,187,6.5,2,2,"","IFN2","19_1047","19_1047_17","IFN2_19_1047_17",18.85,31.8309886183791,279.06963891379
"356503",19,1047,18,246," 5.3",26,146,151,5.5,2,3,"","IFN2","19_1047","19_1047_18","IFN2_19_1047_18",14.85,31.8309886183791,173.197966487814
"356504",19,1047,19,257," 9.9",26,149,145,7,2,2,"","IFN2","19_1047","19_1047_19","IFN2_19_1047_19",14.7,31.8309886183791,169.716689128555
"356505",19,1047,20,260," 2.7",26,145,143,5.5,2,2,"","IFN2","19_1047","19_1047_20","IFN2_19_1047_20",14.4,31.8309886183791,162.860163162095
"356506",19,1047,21,284," 8.3",26,149,154,6.5,2,3,"","IFN2","19_1047","19_1047_21","IFN2_19_1047_21",15.15,31.8309886183791,180.266549958391
"356507",19,1047,22,305," 6.2",26,203,201,7.5,2,2,"","IFN2","19_1047","19_1047_22","IFN2_19_1047_22",20.2,31.8309886183791,320.473866592695
"356508",19,1047,23,352," 3.7",26,153,155,6,2,2,"","IFN2","19_1047","19_1047_23","IFN2_19_1047_23",15.4,31.8309886183791,186.265028431339
"356509",19,1047,24,369,"13.6",26,255,260,7.5,2,2,"","IFN2","19_1047","19_1047_24","IFN2_19_1047_24",25.75,14.1471060526129,520.768069717721
"356510",19,1047,25,372," 1.5",26,107,109,6,2,3,"","IFN2","19_1047","19_1047_25","IFN2_19_1047_25",10.8,127.323954473516,91.6088417786784
"356511",19,1047,26,384," 9.7",26,250,260,6,2,2,"","IFN2","19_1047","19_1047_26","IFN2_19_1047_26",25.5,14.1471060526129,510.705155749191
"356512",19,1047,27,396," 7.3",26,123,129,7.5,2,3,"","IFN2","19_1047","19_1047_27","IFN2_19_1047_27",12.6,31.8309886183791,124.689812420979
"356548",19,1051,1,12," 4.7",26,130,133,5,2,3,"","IFN2","19_1051","19_1051_1","IFN2_19_1051_1",13.15,31.8309886183791,135.813013910095
"356549",19,1051,2,34," 7.5",26,172,170,6,2,3,"","IFN2","19_1051","19_1051_2","IFN2_19_1051_2",17.1,31.8309886183791,229.658276959048
"356550",19,1051,3,59," 3.2",26,193,190,6.5,2,2,"","IFN2","19_1051","19_1051_3","IFN2_19_1051_3",19.15,31.8309886183791,288.023177976521
"356551",19,1051,4,73," 8.4",26,163,171,6,2,2,"","IFN2","19_1051","19_1051_4","IFN2_19_1051_4",16.7,31.8309886183791,219.039693789914
"356552",19,1051,5,132," 4.6",26,157,153,6.5,2,2,"","IFN2","19_1051","19_1051_5","IFN2_19_1051_5",15.5,31.8309886183791,188.691908756237
"356553",19,1051,6,143," 7.7",26,161,149,5,2,3,"","IFN2","19_1051","19_1051_6","IFN2_19_1051_6",15.5,31.8309886183791,188.691908756237
"356554",19,1051,7,211," 1.9",26,130,126,5.5,2,3,"","IFN2","19_1051","19_1051_7","IFN2_19_1051_7",12.8,31.8309886183791,128.679635091038
"356555",19,1051,8,221,"10.7",26,232,239,7.5,2,2,"","IFN2","19_1051","19_1051_8","IFN2_19_1051_8",23.55,14.1471060526129,435.583784915633
"356556",19,1051,9,228," 7.1",26,202,208,6.5,2,2,"","IFN2","19_1051","19_1051_9","IFN2_19_1051_9",20.5,31.8309886183791,330.063578167778
"356557",19,1051,10,268," 3.6",26,148,153,5.5,2,3,"","IFN2","19_1051","19_1051_10","IFN2_19_1051_10",15.05,31.8309886183791,177.894647504931
"356558",19,1051,11,277," 8.2",26,151,148,6,2,3,"","IFN2","19_1051","19_1051_11","IFN2_19_1051_11",14.95,31.8309886183791,175.538453014738
"356559",19,1051,12,288,"10.4",26,242,233,7,2,2,"","IFN2","19_1051","19_1051_12","IFN2_19_1051_12",23.75,14.1471060526129,443.013651541373
"356560",19,1051,13,301," 6.5",26,142,138,5.5,2,3,"","IFN2","19_1051","19_1051_13","IFN2_19_1051_13",14,31.8309886183791,153.9380400259
"356561",19,1051,14,305," 9.4",26,196,190,6,2,3,"","IFN2","19_1051","19_1051_14","IFN2_19_1051_14",19.3,31.8309886183791,292.552961883916
"356562",19,1051,15,339," 6.9",26,170,162,6,2,3,"","IFN2","19_1051","19_1051_15","IFN2_19_1051_15",16.6,31.8309886183791,216.424317905801
"356563",19,1051,16,351," 3.9",26,163,158,6,2,3,"","IFN2","19_1051","19_1051_16","IFN2_19_1051_16",16.05,31.8309886183791,202.320530386591
"356564",19,1051,17,381," 9.9",26,149,141,6.5,2,3,"","IFN2","19_1051","19_1051_17","IFN2_19_1051_17",14.5,31.8309886183791,165.129963854314
"356565",19,1051,18,397," 8.2",26,141,145,5,2,3,"","IFN2","19_1051","19_1051_18","IFN2_19_1051_18",14.3,31.8309886183791,160.606070433144
"356566",19,1052,1,36," 1.3",26,135,134,5.5,2,3,"","IFN2","19_1052","19_1052_1","IFN2_19_1052_1",13.45,31.8309886183791,142.080491254007
"356567",19,1052,2,42," 8.2",26,186,183,8,2,2,"","IFN2","19_1052","19_1052_2","IFN2_19_1052_2",18.45,31.8309886183791,267.3514983159
"356568",19,1052,3,54," 4.6",26,139,132,6.5,2,3,"","IFN2","19_1052","19_1052_3","IFN2_19_1052_3",13.55,31.8309886183791,144.20106629518
"356569",19,1052,4,54," 2.7",26,179,182,7.5,2,2,"","IFN2","19_1052","19_1052_4","IFN2_19_1052_4",18.05,31.8309886183791,255.884685130297
"356570",19,1052,5,70," 5.9",26,242,255,8,2,2,"","IFN2","19_1052","19_1052_5","IFN2_19_1052_5",24.85,14.1471060526129,485.001037356601
"356571",19,1052,6,76," 4.0",26,115,110,5.5,2,3,"","IFN2","19_1052","19_1052_6","IFN2_19_1052_6",11.25,127.323954473516,99.4019550549895
"356572",19,1052,7,95," 4.7",26,242,225,9,2,2,"","IFN2","19_1052","19_1052_7","IFN2_19_1052_7",23.35,14.1471060526129,428.216750142965
"356573",19,1052,8,101," 3.0",26,90,90,5,2,3,"","IFN2","19_1052","19_1052_8","IFN2_19_1052_8",9,127.323954473516,63.6172512351933
"356574",19,1052,9,105," 7.7",26,150,154,6,2,5,"","IFN2","19_1052","19_1052_9","IFN2_19_1052_9",15.2,31.8309886183791,181.458391671346
"356575",19,1052,10,118," 4.4",26,169,167,6.5,2,2,"","IFN2","19_1052","19_1052_10","IFN2_19_1052_10",16.8,31.8309886183791,221.670777637296
"356576",19,1052,11,147," 4.6",26,91,95,5,2,3,"","IFN2","19_1052","19_1052_11","IFN2_19_1052_11",9.3,127.323954473516,67.9290871522453
"356577",19,1052,12,153," 7.6",26,170,167,7.5,2,2,"","IFN2","19_1052","19_1052_12","IFN2_19_1052_12",16.85,31.8309886183791,222.992210047212
"356578",19,1052,13,153," 3.4",26,166,161,6.5,2,2,"","IFN2","19_1052","19_1052_13","IFN2_19_1052_13",16.35,31.8309886183791,209.954600534814
"356579",19,1052,14,160," 6.3",26,150,150,8,2,2,"","IFN2","19_1052","19_1052_14","IFN2_19_1052_14",15,31.8309886183791,176.714586764426
"356580",19,1052,15,163," 9.2",26,199,200,7.5,2,2,"","IFN2","19_1052","19_1052_15","IFN2_19_1052_15",19.95,31.8309886183791,312.590432527593
"356581",19,1052,16,180," 6.7",26,171,178,8,2,2,"","IFN2","19_1052","19_1052_16","IFN2_19_1052_16",17.45,31.8309886183791,239.155704249931
"356582",19,1052,17,185," 0.9",26,101,109,4,2,2,"","IFN2","19_1052","19_1052_17","IFN2_19_1052_17",10.5,127.323954473516,86.5901475145687
"356583",19,1052,18,186," 4.3",26,82,83,4,2,3,"","IFN2","19_1052","19_1052_18","IFN2_19_1052_18",8.25,127.323954473516,53.4561624962388
"356584",19,1052,19,190," 9.9",26,161,169,6.5,2,2,"","IFN2","19_1052","19_1052_19","IFN2_19_1052_19",16.5,31.8309886183791,213.824649984955
"356585",19,1052,20,193," 7.8",26,142,147,6,2,3,"","IFN2","19_1052","19_1052_20","IFN2_19_1052_20",14.45,31.8309886183791,163.993100012796
"356586",19,1052,21,209," 5.9",26,141,134,6,2,2,"","IFN2","19_1052","19_1052_21","IFN2_19_1052_21",13.75,31.8309886183791,148.48934026733
"356587",19,1052,22,229," 6.8",26,133,131,5.5,2,3,"","IFN2","19_1052","19_1052_22","IFN2_19_1052_22",13.2,31.8309886183791,136.847775990371
"356588",19,1052,23,244," 9.9",26,164,169,5.5,2,3,"","IFN2","19_1052","19_1052_23","IFN2_19_1052_23",16.65,31.8309886183791,217.730042352449
"356589",19,1052,24,250," 6.1",26,141,141,5.5,2,3,"","IFN2","19_1052","19_1052_24","IFN2_19_1052_24",14.1,31.8309886183791,156.145008865047
"356590",19,1052,25,252," 4.1",26,82,83,4.5,2,3,"","IFN2","19_1052","19_1052_25","IFN2_19_1052_25",8.25,127.323954473516,53.4561624962388
"356591",19,1052,26,288," 6.5",26,206,202,7,2,2,"","IFN2","19_1052","19_1052_26","IFN2_19_1052_26",20.4,31.8309886183791,326.851299679482
"356592",19,1052,27,303," 9.3",26,151,151,6,2,3,"","IFN2","19_1052","19_1052_27","IFN2_19_1052_27",15.1,31.8309886183791,179.078635236252
"356593",19,1052,28,310," 3.5",26,108,117,5,2,3,"","IFN2","19_1052","19_1052_28","IFN2_19_1052_28",11.25,127.323954473516,99.4019550549895
"356594",19,1052,29,314," 7.9",26,151,147,5.5,2,2,"","IFN2","19_1052","19_1052_29","IFN2_19_1052_29",14.9,31.8309886183791,174.366246255868
"356595",19,1052,30,327," 6.9",26,155,156,7,2,2,"","IFN2","19_1052","19_1052_30","IFN2_19_1052_30",15.55,31.8309886183791,189.911239404911
"356596",19,1052,31,337," 8.4",26,126,125,5,2,3,"","IFN2","19_1052","19_1052_31","IFN2_19_1052_31",12.55,31.8309886183791,123.702174230507
"356597",19,1052,32,345," 4.8",26,169,180,6,2,2,"","IFN2","19_1052","19_1052_32","IFN2_19_1052_32",17.45,31.8309886183791,239.155704249931
"356598",19,1052,33,353," 9.7",26,130,133,5.5,2,3,"","IFN2","19_1052","19_1052_33","IFN2_19_1052_33",13.15,31.8309886183791,135.813013910095
"356599",19,1052,34,353," 7.8",26,134,137,5,2,3,"","IFN2","19_1052","19_1052_34","IFN2_19_1052_34",13.55,31.8309886183791,144.20106629518
"356600",19,1052,35,363," 9.5",26,137,139,5,2,3,"","IFN2","19_1052","19_1052_35","IFN2_19_1052_35",13.8,31.8309886183791,149.57122623741
